"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0SA80","2020-03-06 00:00:00","136.000","0.000","0.200","17.300","0.900","1005.300","","0.500","-99.000","-99.000","-99.000","21.300","","17.300",""
"C0F9Q0","2020-03-06 00:00:00","149.000","328.000","1.300","14.500","0.870","1000.700","","5.500","-99.000","-99.000","-99.000","18.200","","13.400",""
"C0F9X0","2020-03-06 00:00:00","166.000","5.000","2.200","14.300","0.910","999.300","","7.500","-99.000","-99.000","-99.000","16.600","","12.800",""
"C0F0D0","2020-03-06 00:00:00","3171.000","154.000","2.700","2.100","1.000","697.800","","27.000","-99.000","-99.000","-99.000","4.800","","2.100",""
"C0S730","2020-03-06 00:00:00","110.000","46.000","8.400","18.900","0.820","1008.000","","3.500","-99.000","-99.000","-99.000","19.800","","17.400",""
"C0T790","2020-03-06 00:00:00","2830.000","282.000","0.600","4.600","0.990","727.400","","35.500","-99.000","-99.000","-99.000","9.000","","4.600",""
"C0M830","2020-03-06 00:00:00","540.000","206.000","0.300","17.600","0.960","957.900","","7.500","-99.000","-99.000","-99.000","23.100","","16.800",""
"C0V750","2020-03-06 00:00:00","50.000","3.000","1.900","18.000","0.790","1014.100","","1.500","-99.000","-99.000","-99.000","23.300","","16.300",""
"C0K530","2020-03-06 00:00:00","12.000","38.000","2.800","16.600","0.790","1017.700","","1.000","-99.000","-99.000","-99.000","18.700","","14.200",""
"C0M780","2020-03-06 00:00:00","30.000","33.000","0.400","15.900","0.800","1015.800","","3.500","-99.000","-99.000","-99.000","20.200","","14.200",""
"C0V360","2020-03-06 00:00:00","94.000","8.000","0.600","16.600","0.810","1007.400","","0.500","-99.000","-99.000","-99.000","25.500","","15.400",""
"C0K510","2020-03-06 00:00:00","10.000","6.000","1.700","16.000","0.770","1017.100","","5.000","-99.000","-99.000","-99.000","19.700","","14.100",""
"C0D650","2020-03-06 00:00:00","97.000","53.000","4.100","14.200","0.810","1008.100","","7.500","-99.000","-99.000","-99.000","15.500","","12.600",""
"C0V630","2020-03-06 00:00:00","19.000","11.000","2.300","17.700","0.730","1016.500","","0.000","-99.000","-99.000","-99.000","21.900","","15.900",""
"C0U910","2020-03-06 00:00:00","17.000","307.000","1.400","14.400","0.960","1020.700","","19.000","-99.000","-99.000","-99.000","15.600","","14.300",""
"C0U600","2020-03-06 00:00:00","10.000","0.000","0.100","14.100","0.990","1020.900","","11.000","-99.000","-99.000","-99.000","15.600","","13.900",""
"C0G820","2020-03-06 00:00:00","29.000","0.000","0.200","16.000","0.840","1016.000","","4.000","-99.000","-99.000","-99.000","20.500","","14.000",""
"C0R590","2020-03-06 00:00:00","72.000","353.000","0.900","18.800","0.930","1009.700","","0.500","-99.000","-99.000","-99.000","24.300","","16.500",""
"C0A9E0","2020-03-06 00:00:00","26.000","94.000","1.000","15.100","0.780","1019.000","","13.000","-99.000","-99.000","-99.000","15.800","","13.900",""
"C0R480","2020-03-06 00:00:00","57.000","30.000","1.100","18.600","0.830","1011.000","","0.500","-99.000","-99.000","-99.000","25.200","","17.200",""
"C0X300","2020-03-06 00:00:00","70.000","0.000","0.000","16.000","0.880","1010.500","","5.500","-99.000","-99.000","-99.000","19.100","","15.000",""
"C0U970","2020-03-06 00:00:00","7.000","256.000","1.800","14.600","0.930","1022.900","","10.500","-99.000","-99.000","-99.000","16.100","","14.100",""
"C0R340","2020-03-06 00:00:00","230.000","28.000","3.500","17.600","0.840","992.600","","0.000","-99.000","-99.000","-99.000","22.300","","17.000",""
"C0M750","2020-03-06 00:00:00","10.000","16.000","2.700","16.300","0.770","1017.700","","5.000","-99.000","-99.000","-99.000","19.500","","14.400",""
"C0I110","2020-03-06 00:00:00","161.000","63.000","0.500","16.600","0.860","1000.800","","5.500","-99.000","-99.000","-99.000","19.300","","14.900",""
"C0V370","2020-03-06 00:00:00","74.000","297.000","0.500","16.800","0.840","1010.700","","0.000","-99.000","-99.000","-99.000","23.800","","15.600",""
"C0C690","2020-03-06 00:00:00","242.000","160.000","2.500","12.800","0.820","991.100","","19.000","8.600","124.000","","14.000","","11.600",""
"C0A540","2020-03-06 00:00:00","401.000","0.000","0.000","12.200","0.990","974.200","","17.000","-99.000","-99.000","-99.000","12.200","","10.900",""
"C0SA60","2020-03-06 00:00:00","6.000","350.000","2.200","18.600","0.740","1020.100","","0.000","-99.000","-99.000","-99.000","23.400","","17.900",""
"C0H950","2020-03-06 00:00:00","192.000","0.000","0.000","15.200","0.970","996.400","","5.000","-99.000","-99.000","-99.000","18.800","","14.300",""
"C0O960","2020-03-06 00:00:00","112.000","355.000","1.300","16.400","0.850","1005.700","","0.500","-99.000","-99.000","-99.000","22.100","","14.900",""
"C0E880","2020-03-06 00:00:00","507.000","59.000","2.800","11.800","0.990","959.800","","10.000","-99.000","-99.000","-99.000","13.800","","11.400",""
"C0AH10","2020-03-06 00:00:00","30.000","97.000","3.100","15.500","1.000","1017.700","","13.500","-99.000","-99.000","-99.000","15.700","","14.300",""
"C0R680","2020-03-06 00:00:00","13.000","45.000","4.100","20.700","0.780","1017.800","","0.000","11.100","62.000","","22.300","","19.900",""
"C0X210","2020-03-06 00:00:00","38.000","358.000","1.300","16.200","0.850","1012.800","","3.500","-99.000","-99.000","-99.000","19.900","","14.700",""
"C0D430","2020-03-06 00:00:00","87.000","0.000","0.000","12.200","0.980","1008.100","","13.500","-99.000","-99.000","-99.000","16.600","","12.100",""
"C0AD30","2020-03-06 00:00:00","20.000","108.000","2.400","15.300","0.790","1016.800","","14.500","-99.000","-99.000","-99.000","16.300","","14.200",""
"C0R240","2020-03-06 00:00:00","87.000","47.000","0.400","18.700","0.910","1007.500","","0.000","-99.000","-99.000","-99.000","27.200","","17.600",""
"C0AI30","2020-03-06 00:00:00","26.000","92.000","5.400","15.000","0.920","1019.200","","9.500","-99.000","-99.000","-99.000","15.600","","14.100",""
"C0U960","2020-03-06 00:00:00","1885.000","227.000","2.500","5.300","0.990","817.000","","16.500","-99.000","-99.000","-99.000","7.900","","3.200",""
"C0T9E0","2020-03-06 00:00:00","415.000","0.000","0.000","13.900","0.950","975.200","","5.000","-99.000","-99.000","-99.000","14.800","","13.200",""
"C0D550","2020-03-06 00:00:00","1956.000","154.000","0.900","9.300","0.830","813.100","","31.000","-99.000","-99.000","-99.000","13.300","","7.300",""
"C0C630","2020-03-06 00:00:00","209.000","49.000","4.200","13.900","0.810","994.800","","12.000","-99.000","-99.000","-99.000","14.500","","12.000",""
"C0A560","2020-03-06 01:00:00","405.000","190.000","1.200","12.700","1.000","974.400","","0.000","-99.000","-99.000","-99.000","12.800","","12.600",""
"C0X190","2020-03-06 01:00:00","10.000","16.000","3.200","17.000","0.770","1017.200","","0.000","-99.000","-99.000","-99.000","17.100","","17.000",""
"C0S950","2020-03-06 01:00:00","415.000","231.000","1.400","14.900","0.900","972.700","","0.000","-99.000","-99.000","-99.000","15.100","","14.700",""
"C0A880","2020-03-06 01:00:00","6.000","139.000","0.500","14.300","0.940","1019.500","","0.500","-99.000","-99.000","-99.000","14.400","","14.300",""
"C0I530","2020-03-06 01:00:00","3014.000","227.000","6.600","2.200","1.000","701.400","","-99.000","12.300","234.000","","2.400","","2.200",""
"C0M670","2020-03-06 01:00:00","43.000","338.000","1.000","15.700","0.810","1013.100","","0.000","-99.000","-99.000","-99.000","15.800","","15.700",""
"C0Z061","2020-03-06 01:00:00","174.000","0.000","0.100","16.000","0.990","1004.500","","0.000","-99.000","-99.000","-99.000","16.100","","15.900",""
"C0M730","2020-03-06 01:00:00","40.000","2.000","0.800","16.800","0.770","1013.200","","0.000","-99.000","-99.000","-99.000","17.100","","16.600",""
"C0U750","2020-03-06 01:00:00","398.000","29.000","2.300","12.100","1.000","974.100","","0.000","-99.000","-99.000","-99.000","12.100","","12.000",""
"C0A650","2020-03-06 01:00:00","287.000","44.000","0.400","12.500","0.990","987.900","","-99.000","-99.000","-99.000","-99.000","12.500","","12.300",""
"C0K400","2020-03-06 01:00:00","65.000","317.000","0.500","15.700","0.910","1011.600","","0.000","-99.000","-99.000","-99.000","15.700","","15.600",""
"C0I370","2020-03-06 01:00:00","671.000","0.000","0.000","16.100","0.980","942.700","","0.000","-99.000","-99.000","-99.000","16.200","","16.100",""
"C0S750","2020-03-06 01:00:00","2280.000","0.000","0.100","5.400","1.000","775.300","","0.000","-99.000","-99.000","-99.000","5.700","","5.400",""
"C0R650","2020-03-06 01:00:00","29.000","298.000","0.300","18.900","0.970","1015.700","","0.000","-99.000","-99.000","-99.000","19.200","","18.900",""
"C0E740","2020-03-06 01:00:00","27.000","0.000","0.000","14.200","0.980","1010.000","","0.000","-99.000","-99.000","-99.000","14.300","","14.200",""
"C0AI20","2020-03-06 01:00:00","25.000","84.000","4.400","15.300","0.750","1018.100","","0.000","9.800","99.000","","15.300","","15.200",""
"C0X060","2020-03-06 01:00:00","19.000","2.000","1.700","15.900","0.820","1018.000","","0.000","-99.000","-99.000","-99.000","16.000","","15.800",""
"C0AC60","2020-03-06 01:00:00","55.000","73.000","4.100","15.000","0.990","1012.800","","0.000","12.600","98.000","","15.100","","15.000",""
"C0UA70","2020-03-06 01:00:00","547.000","85.000","3.600","11.300","0.990","958.700","","0.000","-99.000","-99.000","-99.000","11.300","","11.300",""
"C0G740","2020-03-06 01:00:00","24.000","6.000","1.700","15.700","0.780","1016.100","","0.000","-99.000","-99.000","-99.000","15.700","","15.700",""
"C0F9N0","2020-03-06 01:00:00","75.000","259.000","1.700","16.800","0.790","1009.400","","0.000","-99.000","-99.000","-99.000","17.600","","16.800",""
"C0F9T0","2020-03-06 01:00:00","111.000","309.000","0.800","14.600","0.850","1004.700","","0.000","-99.000","-99.000","-99.000","14.900","","14.600",""
"C0S710","2020-03-06 01:00:00","382.000","6.000","2.700","13.500","0.950","977.800","","0.000","-99.000","-99.000","-99.000","13.800","","13.500",""
"C0M680","2020-03-06 01:00:00","37.000","346.000","1.300","15.800","0.840","1015.900","","0.000","-99.000","-99.000","-99.000","16.100","","15.800",""
"C0X220","2020-03-06 01:00:00","26.000","40.000","2.100","15.800","0.780","1015.400","","0.000","-99.000","-99.000","-99.000","16.000","","15.800",""
"C0R560","2020-03-06 01:00:00","22.000","344.000","1.600","18.800","0.760","1016.100","","0.000","-99.000","-99.000","-99.000","19.000","","18.800",""
"C0F9P0","2020-03-06 01:00:00","26.000","27.000","1.200","15.300","0.840","1016.600","","0.000","-99.000","-99.000","-99.000","15.400","","15.300",""
"C0O970","2020-03-06 01:00:00","71.000","328.000","0.500","16.300","0.860","1010.300","","0.000","-99.000","-99.000","-99.000","16.500","","16.300",""
"C0F0B0","2020-03-06 01:00:00","311.000","0.000","0.000","14.200","0.940","982.100","","0.000","-99.000","-99.000","-99.000","14.200","","14.000",""
"C0R700","2020-03-06 01:00:00","19.000","58.000","5.200","21.500","0.560","1016.200","","0.000","11.800","75.000","","21.500","","21.300",""
"C0R620","2020-03-06 01:00:00","34.000","36.000","5.300","20.800","0.800","1015.400","","0.000","13.300","27.000","","20.900","","20.600",""
"C0C660","2020-03-06 01:00:00","176.000","41.000","2.700","13.900","0.860","998.600","","0.000","-99.000","-99.000","-99.000","14.000","","13.900",""
"C0SA10","2020-03-06 01:00:00","411.000","55.000","0.500","14.600","0.890","973.800","","0.000","-99.000","-99.000","-99.000","14.700","","14.600",""
"C0M740","2020-03-06 01:00:00","15.000","11.000","0.700","15.600","0.830","1016.200","","0.000","-99.000","-99.000","-99.000","15.900","","15.600",""
"C0K460","2020-03-06 01:00:00","60.000","356.000","1.200","15.500","0.830","1010.700","","0.000","-99.000","-99.000","-99.000","15.600","","15.500",""
"C0X100","2020-03-06 01:00:00","10.000","353.000","2.000","17.300","0.750","1015.400","","0.000","-99.000","-99.000","-99.000","17.400","","17.200",""
"C0K560","2020-03-06 01:00:00","117.000","0.000","0.000","15.500","0.880","1005.500","","0.000","-99.000","-99.000","-99.000","15.600","","15.400",""
"C0R150","2020-03-06 01:00:00","105.000","347.000","1.000","18.500","0.990","1004.300","","0.000","-99.000","-99.000","-99.000","18.500","","18.100",""
"C0S690","2020-03-06 01:00:00","522.000","24.000","1.000","15.200","0.850","960.100","","0.000","-99.000","-99.000","-99.000","15.300","","15.200",""
"C0U870","2020-03-06 01:00:00","474.000","0.000","0.000","11.700","0.990","967.600","","0.500","-99.000","-99.000","-99.000","11.700","","11.600",""
"C0A520","2020-03-06 01:00:00","48.000","49.000","3.100","15.000","0.870","1014.300","","0.000","9.900","42.000","","15.100","","15.000",""
"C0X130","2020-03-06 01:00:00","27.000","11.000","1.000","17.200","0.800","1014.900","","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0V400","2020-03-06 01:00:00","56.000","40.000","2.400","17.600","0.850","1011.500","","0.000","-99.000","-99.000","-99.000","17.900","","17.500",""
"C0UA40","2020-03-06 01:00:00","1121.000","200.000","0.300","9.200","0.990","894.400","","0.000","-99.000","-99.000","-99.000","9.200","","9.000",""
"C0G720","2020-03-06 01:00:00","50.000","337.000","1.300","15.300","0.830","1012.300","","0.000","-99.000","-99.000","-99.000","15.500","","15.300",""
"C0G890","2020-03-06 01:00:00","24.000","18.000","2.200","15.500","0.880","1015.500","","0.000","-99.000","-99.000","-99.000","15.600","","15.500",""
"C0I540","2020-03-06 01:00:00","3344.000","-99.000","-99.000","1.200","1.000","681.900","","-99.000","-99.000","-99.000","-99.000","1.200","","1.100",""
"C0K390","2020-03-06 01:00:00","31.000","11.000","1.500","15.400","0.830","1015.100","","0.000","-99.000","-99.000","-99.000","15.700","","15.400",""
"C0T9A0","2020-03-06 01:00:00","498.000","0.000","0.000","12.800","0.990","964.100","","0.000","-99.000","-99.000","-99.000","12.900","","12.800",""
"C0AH40","2020-03-06 01:00:00","426.000","1.000","3.400","12.500","1.000","969.400","","0.000","13.600","48.000","","12.500","","12.300",""
"C0X280","2020-03-06 01:00:00","22.000","36.000","2.200","16.400","0.780","1016.100","","0.000","-99.000","-99.000","-99.000","16.500","","16.400",""
"C0V620","2020-03-06 01:00:00","18.000","5.000","1.500","17.600","0.780","1016.400","","0.000","-99.000","-99.000","-99.000","17.800","","17.600",""
"C0H960","2020-03-06 01:00:00","120.000","0.000","0.000","15.700","0.920","1003.100","","0.000","-99.000","-99.000","-99.000","16.200","","15.700",""
"C0M530","2020-03-06 01:00:00","1385.000","0.000","0.000","13.000","0.990","871.100","","0.000","-99.000","-99.000","-99.000","13.000","","12.900",""
"C0R170","2020-03-06 01:00:00","26.000","0.000","0.000","18.700","0.980","1015.300","","0.000","-99.000","-99.000","-99.000","19.000","","18.700",""
"C0I420","2020-03-06 01:00:00","305.000","0.000","0.200","16.400","0.910","983.000","","0.000","-99.000","-99.000","-99.000","16.400","","16.100",""
"C0A640","2020-03-06 01:00:00","241.000","194.000","0.700","13.100","0.940","994.800","","0.000","-99.000","-99.000","-99.000","13.100","","12.900",""
"C0A930","2020-03-06 01:00:00","216.000","143.000","1.000","12.900","0.980","994.300","","0.000","-99.000","-99.000","-99.000","12.900","","12.800",""
"C0AC40","2020-03-06 01:00:00","1079.000","96.000","3.300","7.500","0.990","896.100","","0.500","11.500","93.000","","7.500","","7.300",""
"C0AI00","2020-03-06 01:00:00","188.000","61.000","1.800","13.200","0.970","999.300","","0.000","7.700","83.000","","13.200","","13.100",""
"C0T9M0","2020-03-06 01:00:00","92.000","309.000","2.300","15.900","0.960","1012.600","","0.000","-99.000","-99.000","-99.000","15.900","","15.500",""
"C0S960","2020-03-06 01:00:00","32.000","342.000","1.200","18.900","0.760","1016.600","","0.000","-99.000","-99.000","-99.000","19.300","","18.800",""
"C0K430","2020-03-06 01:00:00","30.000","1.000","1.400","15.300","0.850","1016.100","","0.000","-99.000","-99.000","-99.000","15.500","","15.300",""
"C0Z170","2020-03-06 01:00:00","199.000","258.000","0.600","16.400","0.930","1000.000","","0.000","-99.000","-99.000","-99.000","16.600","","16.400",""
"C0Z100","2020-03-06 01:00:00","36.000","0.000","0.000","16.200","0.960","1018.900","","0.000","-99.000","-99.000","-99.000","16.300","","16.200",""
"C0U710","2020-03-06 01:00:00","1942.000","267.000","1.600","6.800","0.990","809.500","","0.000","-99.000","-99.000","-99.000","6.800","","6.300",""
"C0SA30","2020-03-06 01:00:00","92.000","357.000","1.900","18.100","0.730","1011.100","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0V500","2020-03-06 01:00:00","6.000","13.000","1.000","19.600","0.740","1016.000","","0.000","-99.000","-99.000","-99.000","19.700","","19.400",""
"CM0160","2020-03-06 01:00:00","159.000","0.000","0.000","14.800","0.900","1001.500","","0.000","-99.000","-99.000","-99.000","14.900","","14.800",""
"C0V350","2020-03-06 01:00:00","36.000","305.000","0.500","18.900","0.860","1015.200","","0.000","-99.000","-99.000","-99.000","19.000","","18.800",""
"C0W120","2020-03-06 01:00:00","58.000","-99.000","-99.000","18.000","0.820","1012.000","","0.000","-99.000","-99.000","-99.000","18.000","","17.700",""
"C0R470","2020-03-06 01:00:00","103.000","250.000","0.900","18.300","0.870","1006.700","","0.000","-99.000","-99.000","-99.000","18.700","","18.300",""
"C0M770","2020-03-06 01:00:00","164.000","342.000","0.400","15.100","0.960","998.900","","0.000","-99.000","-99.000","-99.000","15.200","","15.100",""
"C0S930","2020-03-06 01:00:00","248.000","0.000","0.200","16.100","0.880","992.900","","0.000","-99.000","-99.000","-99.000","16.200","","16.000",""
"C0F9Y0","2020-03-06 01:00:00","3313.000","253.000","3.700","0.500","0.940","685.600","","0.000","11.900","227.000","","0.800","","0.300",""
"C0E790","2020-03-06 01:00:00","344.000","0.000","0.100","13.900","1.000","978.000","","0.000","-99.000","-99.000","-99.000","14.000","","13.800",""
"C0O810","2020-03-06 01:00:00","161.000","157.000","0.300","17.200","0.990","1000.700","","0.000","-99.000","-99.000","-99.000","17.300","","17.200",""
"C0R520","2020-03-06 01:00:00","18.000","325.000","1.000","19.100","0.850","1016.200","","0.000","-99.000","-99.000","-99.000","19.200","","19.100",""
"C0G880","2020-03-06 01:00:00","92.000","334.000","1.100","16.000","0.850","1007.500","","0.000","-99.000","-99.000","-99.000","16.600","","16.000",""
"C0R260","2020-03-06 01:00:00","76.000","0.000","0.000","19.600","0.830","1008.800","","0.000","-99.000","-99.000","-99.000","19.700","","19.400",""
"C0U950","2020-03-06 01:00:00","1012.000","94.000","7.200","8.900","1.000","907.200","","0.000","-99.000","-99.000","-99.000","8.900","","8.700",""
"C0O860","2020-03-06 01:00:00","38.000","331.000","0.500","16.800","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","17.100","","16.700",""
"C0R320","2020-03-06 01:00:00","7.000","66.000","10.000","20.400","0.680","1017.100","","0.000","17.000","78.000","","20.500","","20.300",""
"C0S980","2020-03-06 01:00:00","901.000","305.000","1.300","12.400","0.990","918.600","","0.000","-99.000","-99.000","-99.000","12.400","","12.200",""
"C0X110","2020-03-06 01:00:00","20.000","41.000","1.800","17.800","0.720","1016.500","","0.000","-99.000","-99.000","-99.000","17.800","","17.700",""
"C0V310","2020-03-06 01:00:00","46.000","0.000","0.100","18.800","0.810","1012.000","","0.000","-99.000","-99.000","-99.000","19.100","","18.700",""
"C0G620","2020-03-06 01:00:00","110.000","274.000","0.900","14.400","0.950","1005.100","","0.000","-99.000","-99.000","-99.000","14.700","","14.400",""
"C0AD50","2020-03-06 01:00:00","84.000","80.000","7.000","15.200","1.000","1009.500","","0.000","14.300","104.000","","15.200","","14.900",""
"C0A9A0","2020-03-06 01:00:00","24.000","102.000","4.700","14.700","0.920","1017.900","","0.000","-99.000","-99.000","-99.000","14.800","","14.500",""
"C0O830","2020-03-06 01:00:00","127.000","0.000","0.200","16.500","0.990","1004.100","","0.000","-99.000","-99.000","-99.000","16.500","","16.300",""
"C0S760","2020-03-06 01:00:00","1621.000","0.000","0.000","8.600","1.000","842.900","","0.000","-99.000","-99.000","-99.000","8.700","","8.600",""
"C0X160","2020-03-06 01:00:00","26.000","341.000","2.200","17.400","0.840","1015.900","","0.000","-99.000","-99.000","-99.000","17.600","","17.400",""
"C0C490","2020-03-06 01:00:00","157.000","81.000","1.800","14.500","0.820","1000.400","","0.000","8.600","94.000","","14.600","","14.400",""
"C0F970","2020-03-06 01:00:00","145.000","312.000","1.100","15.400","0.810","1000.700","","0.000","-99.000","-99.000","-99.000","16.000","","15.400",""
"C0R440","2020-03-06 01:00:00","1654.000","56.000","6.200","8.300","1.000","836.500","","0.000","14.300","66.000","","8.300","","8.100",""
"C0M690","2020-03-06 01:00:00","33.000","10.000","1.400","15.800","0.850","1013.900","","0.000","-99.000","-99.000","-99.000","16.000","","15.800",""
"C0V690","2020-03-06 01:00:00","30.000","36.000","1.600","19.300","0.780","1015.300","","0.000","-99.000","-99.000","-99.000","19.300","","19.100",""
"C0Z210","2020-03-06 01:00:00","126.000","0.000","0.000","15.600","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","15.600","","15.500",""
"C0U770","2020-03-06 01:00:00","5.000","318.000","2.900","15.400","0.990","1021.500","","0.000","-99.000","-99.000","-99.000","15.600","","15.400",""
"C0Z080","2020-03-06 01:00:00","298.000","0.000","0.000","14.100","0.990","986.600","","0.000","-99.000","-99.000","-99.000","14.400","","14.100",""
"C0G640","2020-03-06 01:00:00","17.000","23.000","1.800","15.100","0.810","1019.400","","0.000","-99.000","-99.000","-99.000","15.400","","15.100",""
"C0X200","2020-03-06 01:00:00","61.000","289.000","1.000","16.100","0.920","1011.000","","0.000","-99.000","-99.000","-99.000","16.400","","16.100",""
"C0U900","2020-03-06 01:00:00","63.000","0.000","0.200","14.300","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","14.300","","14.000",""
"C0Z230","2020-03-06 01:00:00","31.000","294.000","2.300","16.700","0.780","1019.000","","0.000","-99.000","-99.000","-99.000","17.000","","16.700",""
"C0F9O0","2020-03-06 01:00:00","175.000","314.000","0.400","15.000","1.000","997.800","","0.000","-99.000","-99.000","-99.000","15.700","","15.000",""
"C0C540","2020-03-06 01:00:00","46.000","64.000","4.000","14.500","0.810","1014.300","","0.000","9.400","80.000","","14.600","","14.400",""
"C0G770","2020-03-06 01:00:00","15.000","26.000","0.800","16.200","0.780","1016.800","","0.000","-99.000","-99.000","-99.000","16.500","","16.200",""
"C0V670","2020-03-06 01:00:00","20.000","353.000","2.200","18.500","0.750","1015.900","","0.000","-99.000","-99.000","-99.000","18.800","","18.500",""
"C0A870","2020-03-06 01:00:00","685.000","80.000","7.800","10.100","1.000","939.400","","0.000","-99.000","-99.000","-99.000","10.100","","9.800",""
"C0R220","2020-03-06 01:00:00","23.000","282.000","0.800","19.100","1.000","1015.500","","0.000","-99.000","-99.000","-99.000","19.500","","19.100",""
"C0Z220","2020-03-06 01:00:00","589.000","0.000","0.000","12.600","1.000","954.900","","0.000","-99.000","-99.000","-99.000","12.700","","12.600",""
"C0D560","2020-03-06 01:00:00","147.000","56.000","0.700","14.400","0.810","1002.100","","0.000","-99.000","-99.000","-99.000","14.400","","14.200",""
"C0I380","2020-03-06 01:00:00","258.000","0.000","0.000","15.900","0.960","987.500","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0Z020","2020-03-06 01:00:00","211.000","20.000","3.900","15.200","0.990","996.000","","0.000","-99.000","-99.000","-99.000","15.300","","15.200",""
"C0Z190","2020-03-06 01:00:00","62.000","0.000","0.100","16.400","1.000","1013.900","","0.000","-99.000","-99.000","-99.000","16.600","","16.400",""
"C0C710","2020-03-06 01:00:00","143.000","136.000","1.900","13.900","0.940","1002.900","","0.000","-99.000","-99.000","-99.000","14.100","","13.900",""
"C0D360","2020-03-06 01:00:00","523.000","0.000","0.000","11.200","0.990","956.800","","0.000","-99.000","-99.000","-99.000","11.300","","11.100",""
"C0C680","2020-03-06 01:00:00","228.000","94.000","5.400","12.700","0.900","991.200","","0.000","13.500","91.000","","12.700","","12.600",""
"C0V710","2020-03-06 01:00:00","34.000","345.000","2.400","19.700","0.730","1014.000","","0.000","-99.000","-99.000","-99.000","19.700","","19.400",""
"C0G840","2020-03-06 01:00:00","32.000","4.000","1.000","15.400","0.870","1014.400","","0.000","-99.000","-99.000","-99.000","15.600","","15.400",""
"C0S890","2020-03-06 01:00:00","238.000","9.000","1.800","16.000","0.890","996.700","","0.000","-99.000","-99.000","-99.000","16.000","","16.000",""
"C0T820","2020-03-06 01:00:00","550.000","0.000","0.000","13.300","0.950","961.900","","0.000","-99.000","-99.000","-99.000","13.500","","13.300",""
"C0C650","2020-03-06 01:00:00","208.000","46.000","2.500","13.500","0.850","994.500","","0.000","-99.000","-99.000","-99.000","13.600","","13.500",""
"C0R600","2020-03-06 01:00:00","766.000","75.000","0.300","16.400","0.980","930.800","","0.000","-99.000","-99.000","-99.000","16.500","","16.100",""
"C0Z320","2020-03-06 01:00:00","646.000","0.000","0.000","12.100","1.000","947.000","","0.000","-99.000","-99.000","-99.000","12.100","","12.100",""
"C0V210","2020-03-06 01:00:00","734.000","210.000","0.400","16.600","0.940","936.100","","0.000","-99.000","-99.000","-99.000","16.600","","16.500",""
"C0K240","2020-03-06 01:00:00","1132.000","111.000","0.900","14.300","0.990","894.900","","0.000","-99.000","-99.000","-99.000","14.500","","14.300",""
"C0M520","2020-03-06 01:00:00","15.000","26.000","1.500","15.600","0.810","1016.400","","0.000","-99.000","-99.000","-99.000","15.700","","15.600",""
"C0A530","2020-03-06 01:00:00","300.000","50.000","2.900","12.800","0.990","986.000","","0.000","-99.000","-99.000","-99.000","12.800","","12.500",""
"C0E820","2020-03-06 01:00:00","220.000","0.000","0.000","11.700","0.960","993.400","","0.000","-99.000","-99.000","-99.000","12.000","","11.700",""
"C0K450","2020-03-06 01:00:00","35.000","342.000","1.100","15.600","0.800","1013.900","","0.000","-99.000","-99.000","-99.000","15.600","","15.500",""
"C0G760","2020-03-06 01:00:00","53.000","314.000","1.000","15.600","0.990","1015.100","","0.000","-99.000","-99.000","-99.000","15.800","","15.600",""
"CM0120","2020-03-06 01:00:00","4.000","51.000","4.300","16.900","0.730","1018.200","","0.000","-99.000","-99.000","-99.000","17.000","","16.900",""
"C0Z290","2020-03-06 01:00:00","946.000","59.000","1.500","11.000","1.000","914.600","","0.000","-99.000","-99.000","-99.000","11.000","","10.600",""
"C0V680","2020-03-06 01:00:00","40.000","3.000","1.900","18.100","0.800","1013.500","","0.000","-99.000","-99.000","-99.000","18.300","","18.000",""
"C0F9U0","2020-03-06 01:00:00","74.000","281.000","1.100","16.000","0.800","1009.600","","0.000","-99.000","-99.000","-99.000","16.100","","15.900",""
"C0V530","2020-03-06 01:00:00","34.000","37.000","0.300","16.900","0.970","1014.300","","0.000","-99.000","-99.000","-99.000","17.000","","16.900",""
"C0R550","2020-03-06 01:00:00","38.000","349.000","1.700","19.200","0.880","1014.300","","0.000","-99.000","-99.000","-99.000","19.300","","19.100",""
"C0F9L0","2020-03-06 01:00:00","253.000","33.000","0.600","14.400","0.900","988.600","","-99.000","-99.000","-99.000","-99.000","14.600","","14.300",""
"C0A950","2020-03-06 01:00:00","60.000","96.000","8.700","16.200","0.800","1014.400","","0.000","-99.000","-99.000","-99.000","16.200","","15.900",""
"C0R160","2020-03-06 01:00:00","45.000","17.000","0.900","18.200","0.990","1012.200","","0.000","-99.000","-99.000","-99.000","18.200","","18.200",""
"C0F9S0","2020-03-06 01:00:00","43.000","332.000","1.200","15.900","0.780","1014.100","","0.000","-99.000","-99.000","-99.000","15.900","","15.800",""
"C0M820","2020-03-06 01:00:00","980.000","232.000","1.300","15.200","0.940","909.000","","0.000","-99.000","-99.000","-99.000","15.500","","15.200",""
