"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A560","2020-03-06 00:00:00","405.000","221.000","1.400","12.600","1.000","975.100","","18.000","-99.000","-99.000","-99.000","14.300","","11.500",""
"C0X190","2020-03-06 00:00:00","10.000","17.000","3.500","17.000","0.760","1017.600","","0.500","-99.000","-99.000","-99.000","21.700","","15.200",""
"C0S950","2020-03-06 00:00:00","415.000","221.000","1.700","14.700","0.920","973.300","","0.000","-99.000","-99.000","-99.000","19.200","","14.400",""
"C0A880","2020-03-06 00:00:00","6.000","111.000","0.300","14.500","0.940","1020.300","","18.500","-99.000","-99.000","-99.000","15.300","","13.500",""
"C0I530","2020-03-06 00:00:00","3014.000","228.000","6.200","2.300","1.000","701.500","","-99.000","-99.000","-99.000","-99.000","5.000","","2.000",""
"C0M670","2020-03-06 00:00:00","43.000","1.000","1.800","15.800","0.790","1013.400","","5.000","-99.000","-99.000","-99.000","19.600","","14.500",""
"C0Z061","2020-03-06 00:00:00","174.000","0.000","0.000","15.900","0.990","1005.200","","1.000","-99.000","-99.000","-99.000","19.200","","15.000",""
"C0M730","2020-03-06 00:00:00","40.000","1.000","0.700","16.800","0.770","1013.500","","4.000","-99.000","-99.000","-99.000","20.900","","15.400",""
"C0U750","2020-03-06 00:00:00","398.000","33.000","2.300","12.200","1.000","974.700","","4.000","-99.000","-99.000","-99.000","12.300","","10.300",""
"C0A650","2020-03-06 00:00:00","287.000","35.000","1.900","12.200","0.990","988.600","","21.500","-99.000","-99.000","-99.000","12.600","","11.300",""
"C0K400","2020-03-06 00:00:00","65.000","7.000","0.900","15.700","0.890","1011.900","","4.500","-99.000","-99.000","-99.000","19.300","","14.100",""
"C0I370","2020-03-06 00:00:00","671.000","0.000","0.000","16.200","0.980","943.000","","12.000","-99.000","-99.000","-99.000","20.800","","15.300",""
"C0S750","2020-03-06 00:00:00","2280.000","0.000","0.000","5.700","1.000","776.100","","3.000","-99.000","-99.000","-99.000","11.100","","5.700",""
"C0R650","2020-03-06 00:00:00","29.000","6.000","1.000","19.200","0.930","1016.000","","0.000","-99.000","-99.000","-99.000","25.500","","17.800",""
"C0E740","2020-03-06 00:00:00","27.000","270.000","0.500","14.300","0.940","1010.400","","8.000","-99.000","-99.000","-99.000","17.600","","13.400",""
"C0AI20","2020-03-06 00:00:00","25.000","97.000","4.100","15.000","0.760","1018.900","","10.500","-99.000","-99.000","-99.000","15.700","","13.700",""
"C0E550","2020-03-06 00:00:00","84.000","0.000","0.200","13.300","0.940","1010.100","","9.500","-99.000","-99.000","-99.000","16.000","","12.600",""
"C0X060","2020-03-06 00:00:00","19.000","7.000","1.700","15.800","0.830","1018.400","","2.500","-99.000","-99.000","-99.000","22.000","","14.600",""
"C0R510","2020-03-06 00:00:00","31.000","321.000","1.100","19.200","0.770","1015.200","","0.000","-99.000","-99.000","-99.000","26.100","","17.900",""
"C0AC60","2020-03-06 00:00:00","55.000","77.000","4.400","15.100","0.960","1013.500","","15.500","11.500","93.000","","16.300","","13.400",""
"C0UA70","2020-03-06 00:00:00","547.000","62.000","5.600","11.300","0.990","959.300","","28.000","-99.000","-99.000","-99.000","11.300","","9.800",""
"C0F9N0","2020-03-06 00:00:00","75.000","0.000","0.000","17.500","0.760","1009.700","","6.500","-99.000","-99.000","-99.000","20.900","","15.600",""
"C0F9T0","2020-03-06 00:00:00","111.000","321.000","1.100","14.900","0.840","1004.900","","6.500","-99.000","-99.000","-99.000","17.700","","13.500",""
"C0S710","2020-03-06 00:00:00","382.000","7.000","2.200","13.800","0.930","978.300","","0.000","-99.000","-99.000","-99.000","17.800","","13.400",""
"C0M680","2020-03-06 00:00:00","37.000","346.000","1.000","16.000","0.830","1016.300","","3.500","-99.000","-99.000","-99.000","20.300","","14.500",""
"C0X220","2020-03-06 00:00:00","26.000","34.000","2.600","16.100","0.770","1015.700","","3.500","-99.000","-99.000","-99.000","19.900","","14.200",""
"C0R560","2020-03-06 00:00:00","22.000","321.000","2.700","19.000","0.750","1016.200","","0.000","-99.000","-99.000","-99.000","25.300","","17.500",""
"C0F9P0","2020-03-06 00:00:00","26.000","31.000","2.600","15.500","0.820","1016.700","","2.500","-99.000","-99.000","-99.000","17.700","","13.900",""
"C0O970","2020-03-06 00:00:00","71.000","311.000","0.900","16.500","0.850","1010.700","","0.500","-99.000","-99.000","-99.000","22.800","","15.100",""
"C0R700","2020-03-06 00:00:00","19.000","57.000","7.400","21.300","0.560","1016.400","","0.000","13.200","29.000","","24.500","","21.000",""
"C0R620","2020-03-06 00:00:00","34.000","36.000","5.200","20.700","0.820","1015.600","","0.000","12.700","33.000","","22.100","","19.800",""
"C0C660","2020-03-06 00:00:00","176.000","46.000","3.100","14.000","0.840","999.100","","11.000","-99.000","-99.000","-99.000","14.900","","12.200",""
"C0SA10","2020-03-06 00:00:00","411.000","76.000","0.600","14.700","0.890","974.400","","0.000","-99.000","-99.000","-99.000","22.800","","14.000",""
"C0M740","2020-03-06 00:00:00","15.000","14.000","0.900","15.900","0.810","1016.500","","4.500","-99.000","-99.000","-99.000","20.000","","14.300",""
"C0K460","2020-03-06 00:00:00","60.000","14.000","2.000","15.600","0.820","1010.900","","5.000","-99.000","-99.000","-99.000","19.000","","14.100",""
"C0X100","2020-03-06 00:00:00","10.000","354.000","3.200","17.200","0.740","1015.800","","0.500","-99.000","-99.000","-99.000","21.700","","15.600",""
"C0K560","2020-03-06 00:00:00","117.000","0.000","0.000","15.700","0.860","1005.800","","6.500","-99.000","-99.000","-99.000","19.000","","14.300",""
"C0R150","2020-03-06 00:00:00","105.000","247.000","0.300","18.100","0.990","1004.900","","0.500","-99.000","-99.000","-99.000","27.200","","17.000",""
"C0S690","2020-03-06 00:00:00","522.000","27.000","1.400","15.300","0.850","960.700","","0.000","-99.000","-99.000","-99.000","21.700","","14.800",""
"C0U870","2020-03-06 00:00:00","474.000","0.000","0.000","11.600","0.990","968.300","","18.000","-99.000","-99.000","-99.000","12.300","","10.800",""
"C0A520","2020-03-06 00:00:00","48.000","52.000","4.800","15.100","0.840","1015.200","","15.000","10.400","44.000","","15.500","","13.400",""
"C0X130","2020-03-06 00:00:00","27.000","354.000","1.300","17.200","0.810","1015.400","","0.500","-99.000","-99.000","-99.000","21.000","","15.900",""
"C0V400","2020-03-06 00:00:00","56.000","41.000","2.300","17.900","0.830","1011.600","","0.000","-99.000","-99.000","-99.000","22.800","","16.200",""
"C0UA40","2020-03-06 00:00:00","1121.000","0.000","0.200","9.000","0.990","895.000","","22.000","-99.000","-99.000","-99.000","9.100","","7.300",""
"C0G720","2020-03-06 00:00:00","50.000","357.000","1.000","15.500","0.810","1012.600","","3.000","-99.000","-99.000","-99.000","19.600","","14.000",""
"C0G890","2020-03-06 00:00:00","24.000","23.000","2.700","15.600","0.860","1015.700","","3.500","-99.000","-99.000","-99.000","17.800","","14.100",""
"C0I540","2020-03-06 00:00:00","3344.000","-99.000","-99.000","1.100","1.000","682.100","","-99.000","-99.000","-99.000","-99.000","3.800","","0.500",""
"C0K390","2020-03-06 00:00:00","31.000","37.000","1.800","15.600","0.810","1015.300","","3.000","-99.000","-99.000","-99.000","19.400","","14.200",""
"C0T9A0","2020-03-06 00:00:00","498.000","0.000","0.000","12.800","0.990","965.100","","6.000","-99.000","-99.000","-99.000","14.100","","12.000",""
"C0AH40","2020-03-06 00:00:00","426.000","11.000","3.500","12.300","1.000","970.100","","16.500","-99.000","-99.000","-99.000","12.600","","11.500",""
"C0X280","2020-03-06 00:00:00","22.000","30.000","3.600","16.500","0.770","1016.500","","1.500","-99.000","-99.000","-99.000","20.200","","14.700",""
"C0V620","2020-03-06 00:00:00","18.000","16.000","1.800","17.800","0.760","1016.700","","1.000","-99.000","-99.000","-99.000","23.500","","15.900",""
"C0H960","2020-03-06 00:00:00","120.000","0.000","0.000","16.100","0.890","1003.500","","4.500","-99.000","-99.000","-99.000","20.300","","14.300",""
"C0M530","2020-03-06 00:00:00","1385.000","0.000","0.000","13.000","0.970","871.600","","11.000","-99.000","-99.000","-99.000","17.800","","12.500",""
"C0R170","2020-03-06 00:00:00","26.000","300.000","0.500","18.900","0.920","1015.500","","0.500","-99.000","-99.000","-99.000","26.400","","17.400",""
"C0I420","2020-03-06 00:00:00","305.000","123.000","0.300","16.300","0.890","983.300","","6.500","-99.000","-99.000","-99.000","20.700","","14.900",""
"C0A640","2020-03-06 00:00:00","241.000","0.000","0.200","12.800","0.940","995.600","","18.000","-99.000","-99.000","-99.000","12.800","","11.700",""
"C0A930","2020-03-06 00:00:00","216.000","152.000","1.400","12.800","0.960","995.200","","27.000","-99.000","-99.000","-99.000","13.500","","11.800",""
"C0F9M0","2020-03-06 00:00:00","230.000","300.000","0.500","14.700","0.950","991.900","","10.000","-99.000","-99.000","-99.000","16.800","","12.800",""
"C0AC40","2020-03-06 00:00:00","1079.000","90.000","2.300","7.200","0.990","896.500","","20.500","8.200","87.000","","7.200","","6.200",""
"C0AI00","2020-03-06 00:00:00","188.000","67.000","1.500","13.100","0.960","1000.000","","18.000","-99.000","-99.000","-99.000","13.500","","12.000",""
"C0T9M0","2020-03-06 00:00:00","92.000","306.000","3.100","15.400","0.990","1013.200","","13.500","-99.000","-99.000","-99.000","18.700","","15.200",""
"C0S960","2020-03-06 00:00:00","32.000","321.000","1.600","19.100","0.760","1017.400","","0.000","-99.000","-99.000","-99.000","22.800","","18.600",""
"C0K430","2020-03-06 00:00:00","30.000","7.000","1.500","15.500","0.840","1016.400","","2.000","-99.000","-99.000","-99.000","18.900","","13.900",""
"C0Z170","2020-03-06 00:00:00","199.000","258.000","0.500","16.500","0.930","1000.800","","4.000","-99.000","-99.000","-99.000","18.900","","16.000",""
"C0Z100","2020-03-06 00:00:00","36.000","0.000","0.000","16.300","0.960","1019.800","","4.000","-99.000","-99.000","-99.000","18.500","","15.900",""
"C0U710","2020-03-06 00:00:00","1942.000","0.000","0.000","6.400","0.990","810.000","","19.500","-99.000","-99.000","-99.000","7.900","","3.200",""
"C0SA30","2020-03-06 00:00:00","92.000","11.000","2.300","17.700","0.790","1011.800","","0.000","-99.000","-99.000","-99.000","20.300","","16.500",""
"C0V500","2020-03-06 00:00:00","6.000","360.000","0.900","19.300","0.740","1016.200","","0.000","-99.000","-99.000","-99.000","24.600","","17.900",""
"CM0160","2020-03-06 00:00:00","159.000","0.000","0.000","14.900","0.890","1001.700","","4.500","-99.000","-99.000","-99.000","20.300","","13.400",""
"C0V350","2020-03-06 00:00:00","36.000","251.000","0.600","18.900","0.830","1015.500","","0.000","-99.000","-99.000","-99.000","26.600","","17.500",""
"C0W120","2020-03-06 00:00:00","58.000","-99.000","-99.000","17.900","0.810","1012.500","","0.000","-99.000","-99.000","-99.000","18.100","","17.100",""
"C0R470","2020-03-06 00:00:00","103.000","251.000","0.900","18.500","0.880","1006.900","","0.500","-99.000","-99.000","-99.000","24.100","","16.900",""
"C0M770","2020-03-06 00:00:00","164.000","341.000","0.700","15.300","0.940","999.200","","3.000","-99.000","-99.000","-99.000","18.300","","14.000",""
"C0S930","2020-03-06 00:00:00","248.000","260.000","0.600","16.100","0.870","993.500","","0.000","-99.000","-99.000","-99.000","20.600","","15.700",""
"C0F9Y0","2020-03-06 00:00:00","3313.000","241.000","4.500","0.800","0.910","685.900","","30.500","-99.000","-99.000","-99.000","5.500","","0.600",""
"C0E790","2020-03-06 00:00:00","344.000","143.000","0.400","14.200","1.000","978.100","","11.500","-99.000","-99.000","-99.000","15.700","","12.500",""
"C0O810","2020-03-06 00:00:00","161.000","0.000","0.000","17.200","0.990","1001.100","","4.000","-99.000","-99.000","-99.000","21.300","","15.800",""
"C0R520","2020-03-06 00:00:00","18.000","5.000","2.500","19.200","0.850","1016.300","","0.000","-99.000","-99.000","-99.000","25.600","","18.000",""
"C0G880","2020-03-06 00:00:00","92.000","0.000","0.000","16.300","0.830","1007.800","","3.000","-99.000","-99.000","-99.000","19.700","","14.400",""
"C0R260","2020-03-06 00:00:00","76.000","181.000","0.600","19.900","0.760","1009.000","","0.000","-99.000","-99.000","-99.000","27.500","","19.000",""
"C0U950","2020-03-06 00:00:00","1012.000","87.000","6.200","8.700","1.000","907.900","","25.000","-99.000","-99.000","-99.000","8.700","","7.100",""
"C0O860","2020-03-06 00:00:00","38.000","333.000","0.500","17.100","0.990","1013.900","","0.000","-99.000","-99.000","-99.000","21.200","","15.900",""
"C0R320","2020-03-06 00:00:00","7.000","66.000","10.800","20.400","0.680","1017.300","","0.000","17.900","82.000","","24.100","","20.000",""
"C0S980","2020-03-06 00:00:00","901.000","307.000","1.600","12.100","1.000","919.100","","0.000","-99.000","-99.000","-99.000","17.800","","12.000",""
"C0X110","2020-03-06 00:00:00","20.000","51.000","2.200","17.800","0.730","1016.900","","0.000","-99.000","-99.000","-99.000","22.600","","16.000",""
"C0V310","2020-03-06 00:00:00","46.000","202.000","0.600","19.200","0.770","1012.200","","0.500","-99.000","-99.000","-99.000","24.400","","17.700",""
"C0G620","2020-03-06 00:00:00","110.000","0.000","0.200","14.800","0.920","1005.300","","6.000","-99.000","-99.000","-99.000","21.200","","13.800",""
"C0AD50","2020-03-06 00:00:00","84.000","82.000","7.900","14.900","1.000","1010.300","","13.500","13.700","86.000","","14.900","","12.900",""
"C0A9A0","2020-03-06 00:00:00","24.000","101.000","3.900","14.500","0.920","1018.700","","10.500","-99.000","-99.000","-99.000","15.300","","13.600",""
"C0O830","2020-03-06 00:00:00","127.000","298.000","0.300","16.400","0.990","1004.400","","0.500","-99.000","-99.000","-99.000","21.200","","15.300",""
"C0S760","2020-03-06 00:00:00","1621.000","0.000","0.200","8.600","1.000","843.500","","1.500","-99.000","-99.000","-99.000","12.300","","8.300",""
"C0X160","2020-03-06 00:00:00","26.000","344.000","2.900","17.700","0.820","1016.300","","0.000","-99.000","-99.000","-99.000","22.400","","16.000",""
"C0C490","2020-03-06 00:00:00","157.000","86.000","2.200","14.500","0.810","1001.000","","15.000","7.700","80.000","","15.500","","12.700",""
"C0F970","2020-03-06 00:00:00","145.000","0.000","0.000","15.900","0.800","1000.900","","7.500","-99.000","-99.000","-99.000","19.200","","13.900",""
"C0R440","2020-03-06 00:00:00","1654.000","61.000","7.700","8.100","1.000","836.700","","2.000","13.000","63.000","","10.500","","8.000",""
"C0M690","2020-03-06 00:00:00","33.000","26.000","1.600","16.000","0.820","1014.200","","4.500","-99.000","-99.000","-99.000","19.800","","14.600",""
"C0V690","2020-03-06 00:00:00","30.000","39.000","2.200","19.000","0.780","1015.500","","0.000","-99.000","-99.000","-99.000","24.500","","17.100",""
"C0Z210","2020-03-06 00:00:00","126.000","0.000","0.100","15.600","0.990","1009.000","","3.500","-99.000","-99.000","-99.000","19.000","","14.900",""
"C0U770","2020-03-06 00:00:00","5.000","340.000","2.100","15.400","0.990","1022.300","","1.500","-99.000","-99.000","-99.000","17.600","","15.200",""
"C0Z080","2020-03-06 00:00:00","298.000","0.000","0.000","14.300","0.990","987.500","","2.500","-99.000","-99.000","-99.000","19.400","","13.700",""
"C0G640","2020-03-06 00:00:00","17.000","24.000","1.700","15.500","0.790","1019.500","","3.500","-99.000","-99.000","-99.000","18.800","","14.000",""
"C0X200","2020-03-06 00:00:00","61.000","283.000","1.500","16.500","0.900","1011.400","","0.500","-99.000","-99.000","-99.000","21.100","","15.400",""
"C0U900","2020-03-06 00:00:00","63.000","224.000","0.700","14.000","0.990","1016.800","","13.000","-99.000","-99.000","-99.000","15.000","","13.700",""
"C0Z230","2020-03-06 00:00:00","31.000","338.000","2.200","17.100","0.760","1019.600","","0.500","-99.000","-99.000","-99.000","18.500","","15.900",""
"C0F9O0","2020-03-06 00:00:00","175.000","0.000","0.100","15.700","1.000","997.800","","8.000","-99.000","-99.000","-99.000","18.700","","13.700",""
"C0C540","2020-03-06 00:00:00","46.000","67.000","4.400","14.500","0.800","1015.100","","13.500","-99.000","-99.000","-99.000","15.400","","12.900",""
"C0G770","2020-03-06 00:00:00","15.000","24.000","1.100","16.500","0.760","1017.000","","4.000","-99.000","-99.000","-99.000","19.500","","14.800",""
"C0V670","2020-03-06 00:00:00","20.000","345.000","1.900","18.700","0.740","1016.100","","0.000","-99.000","-99.000","-99.000","23.800","","16.700",""
"C0A870","2020-03-06 00:00:00","685.000","75.000","7.600","9.800","1.000","940.200","","31.500","-99.000","-99.000","-99.000","11.100","","9.000",""
"C0R220","2020-03-06 00:00:00","23.000","322.000","0.500","19.300","1.000","1015.800","","0.000","-99.000","-99.000","-99.000","25.600","","17.800",""
"C0Z220","2020-03-06 00:00:00","589.000","0.000","0.000","12.700","1.000","955.600","","4.000","-99.000","-99.000","-99.000","14.800","","11.600",""
"C0D560","2020-03-06 00:00:00","147.000","58.000","1.000","14.200","0.820","1002.500","","9.500","-99.000","-99.000","-99.000","16.800","","12.700",""
"C0I380","2020-03-06 00:00:00","258.000","0.000","0.000","15.800","0.960","987.900","","7.000","-99.000","-99.000","-99.000","18.600","","14.700",""
"C0Z020","2020-03-06 00:00:00","211.000","24.000","3.800","15.200","0.990","996.600","","0.500","-99.000","-99.000","-99.000","18.200","","14.900",""
"C0Z190","2020-03-06 00:00:00","62.000","249.000","0.300","16.400","1.000","1014.600","","4.500","-99.000","-99.000","-99.000","18.700","","16.100",""
"C0C710","2020-03-06 00:00:00","143.000","133.000","1.900","14.200","0.890","1003.300","","15.500","-99.000","-99.000","-99.000","15.500","","12.200",""
"C0D360","2020-03-06 00:00:00","523.000","0.000","0.000","11.400","0.990","957.000","","23.000","-99.000","-99.000","-99.000","12.700","","11.000",""
"C0C680","2020-03-06 00:00:00","228.000","110.000","4.400","12.500","0.900","992.100","","17.500","10.700","123.000","","13.300","","11.600",""
"C0X140","2020-03-06 00:00:00","17.000","28.000","1.100","17.200","0.780","1016.900","","1.000","-99.000","-99.000","-99.000","22.400","","15.400",""
"C0V710","2020-03-06 00:00:00","34.000","334.000","2.100","19.500","0.730","1014.100","","0.000","-99.000","-99.000","-99.000","24.300","","17.400",""
"C0G840","2020-03-06 00:00:00","32.000","8.000","1.100","15.600","0.850","1014.500","","2.500","-99.000","-99.000","-99.000","20.500","","14.000",""
"C0S890","2020-03-06 00:00:00","238.000","35.000","1.100","16.000","0.900","997.400","","0.000","-99.000","-99.000","-99.000","19.700","","15.600",""
"C0T820","2020-03-06 00:00:00","550.000","0.000","0.000","13.400","0.950","962.500","","6.500","-99.000","-99.000","-99.000","15.700","","13.300",""
"C0F9I0","2020-03-06 00:00:00","194.000","2.000","1.900","13.900","0.890","995.400","","8.500","-99.000","-99.000","-99.000","16.900","","12.600",""
"C0C650","2020-03-06 00:00:00","208.000","45.000","3.000","13.400","0.840","995.000","","10.000","-99.000","-99.000","-99.000","13.900","","11.500",""
"C0R600","2020-03-06 00:00:00","766.000","74.000","1.900","16.100","0.990","931.100","","2.000","-99.000","-99.000","-99.000","20.000","","16.100",""
"C0Z320","2020-03-06 00:00:00","646.000","0.000","0.000","12.200","1.000","947.700","","5.500","-99.000","-99.000","-99.000","15.800","","11.900",""
"C0V210","2020-03-06 00:00:00","734.000","168.000","0.800","16.600","0.950","936.400","","2.000","-99.000","-99.000","-99.000","23.400","","16.600",""
"C0K240","2020-03-06 00:00:00","1132.000","186.000","0.300","14.500","0.990","895.400","","7.000","-99.000","-99.000","-99.000","19.800","","13.400",""
"C0M520","2020-03-06 00:00:00","15.000","24.000","1.600","15.700","0.800","1016.700","","3.500","-99.000","-99.000","-99.000","19.800","","14.100",""
"C0A530","2020-03-06 00:00:00","300.000","73.000","1.000","12.500","0.990","986.800","","15.500","-99.000","-99.000","-99.000","12.500","","11.600",""
"C0E820","2020-03-06 00:00:00","220.000","0.000","0.000","12.200","0.940","993.700","","13.500","-99.000","-99.000","-99.000","14.600","","11.900",""
"C0K450","2020-03-06 00:00:00","35.000","11.000","1.500","15.600","0.790","1014.100","","4.500","-99.000","-99.000","-99.000","19.400","","14.300",""
"C0G760","2020-03-06 00:00:00","53.000","331.000","0.400","15.800","0.990","1015.300","","3.000","-99.000","-99.000","-99.000","20.100","","14.200",""
"CM0120","2020-03-06 00:00:00","4.000","40.000","4.200","17.000","0.720","1018.500","","1.000","-99.000","-99.000","-99.000","18.300","","15.100",""
"C0Z290","2020-03-06 00:00:00","946.000","345.000","0.900","10.600","1.000","915.200","","6.000","-99.000","-99.000","-99.000","12.100","","10.400",""
"C0V680","2020-03-06 00:00:00","40.000","359.000","1.400","18.400","0.780","1013.700","","0.000","-99.000","-99.000","-99.000","24.200","","16.300",""
"C0F9U0","2020-03-06 00:00:00","74.000","284.000","1.300","16.200","0.780","1009.900","","5.000","-99.000","-99.000","-99.000","19.600","","14.800",""
"C0AI10","2020-03-06 00:00:00","76.000","151.000","1.300","15.500","0.830","1011.700","","17.500","-99.000","-99.000","-99.000","15.500","","13.100",""
"C0V530","2020-03-06 00:00:00","34.000","358.000","1.700","17.100","0.840","1014.500","","0.000","-99.000","-99.000","-99.000","22.300","","15.500",""
"C0R550","2020-03-06 00:00:00","38.000","39.000","1.800","19.300","0.860","1014.600","","0.000","-99.000","-99.000","-99.000","26.500","","17.600",""
"C0F9L0","2020-03-06 00:00:00","253.000","22.000","1.500","14.600","0.900","988.600","","7.500","-99.000","-99.000","-99.000","16.900","","13.200",""
"C0A950","2020-03-06 00:00:00","60.000","86.000","7.800","15.800","0.830","1015.200","","7.500","-99.000","-99.000","-99.000","15.800","","13.500",""
"C0R160","2020-03-06 00:00:00","45.000","13.000","1.100","18.200","0.990","1012.500","","0.500","-99.000","-99.000","-99.000","25.000","","16.500",""
"C0F9S0","2020-03-06 00:00:00","43.000","358.000","1.700","15.900","0.770","1014.100","","5.000","-99.000","-99.000","-99.000","19.000","","14.400",""
"C0M820","2020-03-06 00:00:00","980.000","245.000","0.800","15.400","0.950","909.300","","9.500","-99.000","-99.000","-99.000","20.800","","14.500",""
"C0G870","2020-03-06 00:00:00","12.000","35.000","1.200","16.000","0.720","1018.500","","2.000","-99.000","-99.000","-99.000","18.900","","14.100",""
"C0R530","2020-03-06 00:00:00","16.000","356.000","2.600","19.200","0.750","1016.300","","0.000","-99.000","-99.000","-99.000","23.500","","17.500",""
"C0O840","2020-03-06 00:00:00","134.000","307.000","0.500","15.100","0.970","1001.600","","0.500","-99.000","-99.000","-99.000","19.500","","14.800",""
"C0A890","2020-03-06 00:00:00","40.000","0.000","0.000","13.400","1.000","1017.100","","24.000","-99.000","-99.000","-99.000","13.700","","12.800",""
"C0A660","2020-03-06 00:00:00","97.000","0.000","0.100","13.400","0.950","1010.400","","24.500","-99.000","-99.000","-99.000","14.000","","12.500",""
"C0T9H0","2020-03-06 00:00:00","725.000","341.000","3.000","11.900","0.990","939.800","","0.000","-99.000","-99.000","-99.000","12.600","","11.100",""
"C0O980","2020-03-06 00:00:00","18.000","350.000","1.200","16.900","0.830","1018.100","","0.500","-99.000","-99.000","-99.000","22.700","","15.300",""
"C0T9I0","2020-03-06 00:00:00","152.000","0.000","0.000","14.900","0.960","1005.800","","11.000","-99.000","-99.000","-99.000","17.400","","14.800",""
"C0V760","2020-03-06 00:00:00","30.000","29.000","2.100","18.600","0.750","1015.500","","0.000","-99.000","-99.000","-99.000","24.300","","16.600",""
"C0AG90","2020-03-06 00:00:00","25.000","51.000","0.900","15.600","0.820","1018.900","","16.500","-99.000","-99.000","-99.000","15.800","","14.100",""
"C0R570","2020-03-06 00:00:00","37.000","4.000","1.300","19.300","0.830","1012.900","","0.500","-99.000","-99.000","-99.000","25.200","","17.800",""
"C0O900","2020-03-06 00:00:00","9.000","356.000","2.000","16.500","0.990","1018.200","","0.500","-99.000","-99.000","-99.000","21.100","","15.400",""
"C0AD00","2020-03-06 00:00:00","86.000","83.000","2.200","14.900","0.860","1011.800","","24.500","-99.000","-99.000","-99.000","15.200","","13.400",""
"C0V700","2020-03-06 00:00:00","24.000","21.000","1.600","19.200","0.750","1014.900","","0.000","-99.000","-99.000","-99.000","24.700","","17.000",""
"C0AH00","2020-03-06 00:00:00","38.000","36.000","2.600","13.900","1.000","1017.400","","19.500","-99.000","-99.000","-99.000","14.700","","13.500",""
"C0X080","2020-03-06 00:00:00","2.000","11.000","1.900","16.200","0.810","1018.400","","2.000","-99.000","-99.000","-99.000","22.700","","14.800",""
"C0G910","2020-03-06 00:00:00","42.000","352.000","1.200","15.900","0.840","1014.600","","4.000","-99.000","-99.000","-99.000","19.200","","14.200",""
"C0I480","2020-03-06 00:00:00","2165.000","207.000","0.700","8.100","0.990","790.600","","26.000","-99.000","-99.000","-99.000","12.200","","7.800",""
"C0A860","2020-03-06 00:00:00","362.000","36.000","2.500","11.600","1.000","979.700","","38.500","-99.000","-99.000","-99.000","11.700","","10.800",""
"C0U940","2020-03-06 00:00:00","25.000","252.000","1.200","13.600","1.000","1020.800","","15.500","-99.000","-99.000","-99.000","14.800","","13.300",""
"C0S970","2020-03-06 00:00:00","19.000","47.000","1.800","20.100","0.650","1018.600","","0.000","-99.000","-99.000","-99.000","22.200","","19.700",""
"C0V260","2020-03-06 00:00:00","126.000","216.000","0.600","18.200","0.850","1003.800","","0.000","-99.000","-99.000","-99.000","25.700","","16.900",""
"C0H990","2020-03-06 00:00:00","3076.000","207.000","5.000","2.500","0.990","706.000","","22.500","-99.000","-99.000","-99.000","5.100","","2.100",""
"C0F9K0","2020-03-06 00:00:00","30.000","25.000","2.000","15.100","0.810","1014.200","","3.000","-99.000","-99.000","-99.000","17.300","","13.600",""
"C0AH90","2020-03-06 00:00:00","660.000","0.000","0.100","10.700","0.990","948.900","","24.000","-99.000","-99.000","-99.000","11.100","","9.900",""
"C0W150","2020-03-06 00:00:00","42.000","65.000","5.800","13.000","0.710","1018.400","","3.000","-99.000","-99.000","-99.000","15.600","","11.000",""
"C0F000","2020-03-06 00:00:00","273.000","58.000","0.300","13.600","0.990","984.600","","7.000","-99.000","-99.000","-99.000","16.300","","12.000",""
"C0K410","2020-03-06 00:00:00","20.000","16.000","2.100","15.700","0.780","1015.600","","4.000","-99.000","-99.000","-99.000","19.300","","14.100",""
"C0R140","2020-03-06 00:00:00","740.000","0.000","0.000","14.800","1.000","936.800","","4.000","-99.000","-99.000","-99.000","18.800","","14.600",""
"C0V800","2020-03-06 00:00:00","256.000","298.000","0.300","19.700","0.910","987.100","","1.500","-99.000","-99.000","-99.000","24.400","","17.900",""
"C0S830","2020-03-06 00:00:00","288.000","305.000","0.400","16.100","0.810","990.100","","1.500","-99.000","-99.000","-99.000","19.200","","14.600",""
"C0S920","2020-03-06 00:00:00","98.000","57.000","0.300","18.000","0.830","1005.100","","0.000","-99.000","-99.000","-99.000","22.200","","17.400",""
"C0V640","2020-03-06 00:00:00","35.000","24.000","1.900","17.900","0.800","1014.700","","0.500","-99.000","-99.000","-99.000","22.700","","15.800",""
"C0AH80","2020-03-06 00:00:00","68.000","59.000","1.400","14.400","0.890","1013.200","","14.000","-99.000","-99.000","-99.000","14.500","","13.100",""
"C0K250","2020-03-06 00:00:00","12.000","15.000","1.200","15.400","0.830","1017.700","","4.000","-99.000","-99.000","-99.000","20.100","","13.700",""
"C0R840","2020-03-06 00:00:00","536.000","45.000","8.200","15.000","-99.000","957.900","","1.000","-99.000","-99.000","-99.000","17.300","","14.800",""
"C0I410","2020-03-06 00:00:00","180.000","356.000","0.800","15.200","0.850","997.400","","5.000","-99.000","-99.000","-99.000","19.500","","13.900",""
"C0M410","2020-03-06 00:00:00","245.000","0.000","0.000","17.900","0.970","986.300","","6.500","-99.000","-99.000","-99.000","24.600","","16.600",""
"C0F9Z0","2020-03-06 00:00:00","3193.000","222.000","3.400","1.300","0.960","695.800","","31.000","-99.000","-99.000","-99.000","6.500","","1.300",""
